Trait	Tissue	pathway	Estimate	SE	pval	CONVERGED
Testosterone_female	Artery_Aorta	Serum homeostasis	-0.000260872346789856	0.999970399782377	0.999791847823167	0
Testosterone_female	Artery_Coronary	HPG signaling	0	1	1	1
Testosterone_female	Artery_Coronary	Serum homeostasis	-0.000269507128220115	0.999967714379013	0.999784957483189	0
Testosterone_female	Artery_Coronary	Synthesis and metabolism	-0.000463123729238594	0.999967708434447	0.999630468807169	0
Testosterone_female	Artery_Tibial	HPG signaling	2.67720413610287	0.712634002943855	0.000172118533816491	1
Testosterone_female	Artery_Tibial	Synthesis and metabolism	1.27110477727506	0.718729208346332	0.0769698758104845	1
Testosterone_female	Artery_Tibial	Serum homeostasis	-0.00029763935944965	0.99997018177951	0.999762511072417	0
Testosterone_female	Brain_Amygdala	Synthesis and metabolism	1.86785138593254	0.665652430594833	0.00501535213429567	1
Testosterone_female	Brain_Amygdala	HPG signaling	0	1	1	1
Testosterone_female	Brain_Amygdala	Serum homeostasis	-0.000338627393009022	0.99996321168317	0.999729804496379	0
Testosterone_female	Brain_Anterior_cingulate_cortex_BA24	Serum homeostasis	0	1	1	0
Testosterone_female	Brain_Anterior_cingulate_cortex_BA24	HPG signaling	-0.00039612246833828	0.999965928928214	0.999683929237722	0
Testosterone_female	Brain_Anterior_cingulate_cortex_BA24	Synthesis and metabolism	-0.000448110807849275	0.999965928398122	0.999642447134456	0
Testosterone_female	Brain_Caudate_basal_ganglia	HPG signaling	1.62407411243661	0.730833715536012	0.0262683663366565	1
Testosterone_female	Brain_Caudate_basal_ganglia	Serum homeostasis	-0.000327974929125198	0.999968649618138	0.999738305668195	0
Testosterone_female	Brain_Caudate_basal_ganglia	Synthesis and metabolism	-0.000436826896051565	0.999968648004684	0.999651451647296	0
Testosterone_female	Brain_Cerebellar_Hemisphere	HPG signaling	1.55046341436594	0.730264872148682	0.0337411063549887	1
Testosterone_female	Brain_Cerebellar_Hemisphere	Synthesis and metabolism	1.2365911203525	0.71999775067188	0.0858891263711663	1
Testosterone_female	Brain_Cerebellar_Hemisphere	Serum homeostasis	-0.000318546777769815	0.999970848485179	0.999745829038954	0
Testosterone_female	Brain_Cerebellum	Synthesis and metabolism	0	1	1	1
Testosterone_female	Brain_Cerebellum	Serum homeostasis	-0.000254074935200518	0.99997102921812	0.999797271660899	0
Testosterone_female	Brain_Cerebellum	HPG signaling	-0.000357961881483682	0.999971025016317	0.999714379471658	0
Testosterone_female	Brain_Cortex	Synthesis and metabolism	1.26818538459025	0.721074754820495	0.0786211214197403	1
Testosterone_female	Brain_Cortex	HPG signaling	0.410860815718425	0.912364559189465	0.652475921116137	1
Testosterone_female	Brain_Cortex	Serum homeostasis	-0.000308000127293646	0.999969603513268	0.999754243987473	0
Testosterone_female	Brain_Frontal_Cortex_BA9	Synthesis and metabolism	2.51803799904762	0.617020229759696	4.48490972643303e-05	1
Testosterone_female	Brain_Frontal_Cortex_BA9	Serum homeostasis	-0.000272226804772423	0.999965139237446	0.999782786865903	0
Testosterone_female	Brain_Frontal_Cortex_BA9	HPG signaling	-0.000408001726218136	0.999965132991083	0.999674450379961	0
Testosterone_female	Brain_Hippocampus	Synthesis and metabolism	2.1967588272367	0.607375183336051	0.000298259498020743	1
Testosterone_female	Brain_Hippocampus	HPG signaling	1.60551047072868	0.731681218903585	0.028215580379562	1
Testosterone_female	Brain_Hippocampus	Serum homeostasis	-0.000271740417355754	0.999966889107554	0.999783175339856	0
Testosterone_female	Brain_Hypothalamus	HPG signaling	1.62441842496436	0.729111728378001	0.0258844028341765	1
Testosterone_female	Brain_Hypothalamus	Serum homeostasis	0.0010137951498894	0.99996684080542	0.999191081817581	0
Testosterone_female	Brain_Hypothalamus	Synthesis and metabolism	0	1	1	1
Testosterone_female	Brain_Nucleus_accumbens_basal_ganglia	Serum homeostasis	-0.000258161296491924	0.999967470732489	0.999794010388929	0
Testosterone_female	Brain_Nucleus_accumbens_basal_ganglia	HPG signaling	-0.000393545525282655	0.999967465178652	0.999685985893117	0
Testosterone_female	Brain_Nucleus_accumbens_basal_ganglia	Synthesis and metabolism	-0.000434490445420094	0.999967464809172	0.999653315513245	0
Testosterone_female	Brain_Putamen_basal_ganglia	HPG signaling	1.58424564019141	0.732807829464053	0.0306271060986506	1
Testosterone_female	Brain_Putamen_basal_ganglia	Synthesis and metabolism	1.27612347056732	0.721160740204308	0.0768036411358744	1
Testosterone_female	Brain_Putamen_basal_ganglia	Serum homeostasis	-0.000337864382389058	0.999968903078714	0.999730414847507	0
Testosterone_female	Brain_Spinal_cord_cervical_c-1	Serum homeostasis	0	1	1	0
Testosterone_female	Brain_Spinal_cord_cervical_c-1	HPG signaling	-0.00039808473520567	0.999964135282683	0.999682362952315	0
Testosterone_female	Brain_Spinal_cord_cervical_c-1	Synthesis and metabolism	-0.000453597019633494	0.999964134591438	0.999638068972816	0
Testosterone_female	Brain_Substantia_nigra	HPG signaling	1.61927366732028	0.735760422575317	0.0277490180548833	1
Testosterone_female	Brain_Substantia_nigra	Serum homeostasis	-0.000263500079330884	0.999967246995548	0.999789750471061	0
Testosterone_female	Brain_Substantia_nigra	Synthesis and metabolism	-0.000453007393297507	0.99996724091102	0.99963854056624	0
Testosterone_female	Breast_Mammary_Tissue	Serum homeostasis	1.86884663993556	0.758231293429115	0.0137110866590644	1
Testosterone_female	Breast_Mammary_Tissue	Synthesis and metabolism	1.23051130737286	0.719248663340099	0.0871127265526589	1
Testosterone_female	Breast_Mammary_Tissue	HPG signaling	0	1	1	1
Testosterone_female	Cells_Cultured_fibroblasts	Serum homeostasis	-0.000270266488982752	0.999969753368907	0.999784352021139	0
Testosterone_female	Cells_Cultured_fibroblasts	HPG signaling	-0.000367696112391753	0.999969748975477	0.999706612080181	0
Testosterone_female	Cells_Cultured_fibroblasts	Synthesis and metabolism	-0.000430044885416917	0.999969748271217	0.999656863455577	0
Testosterone_female	Cells_EBV-transformed_lymphocytes	HPG signaling	1.86275659643436	0.74935160849113	0.0129251684741703	1
Testosterone_female	Cells_EBV-transformed_lymphocytes	Serum homeostasis	-0.000304060236136097	0.999960341939679	0.999757385414148	0
Testosterone_female	Cells_EBV-transformed_lymphocytes	Synthesis and metabolism	-0.000494431078165711	0.999960333363613	0.99960548544336	0
Testosterone_female	Colon_Sigmoid	Serum homeostasis	1.84848482677313	0.758125755692416	0.0147593871175397	1
Testosterone_female	Colon_Sigmoid	HPG signaling	1.67209664912501	0.736426773648155	0.0231739996664181	1
Testosterone_female	Colon_Sigmoid	Synthesis and metabolism	0.913520202516959	0.78092230964046	0.242082863262686	1
Testosterone_female	Colon_Transverse	Synthesis and metabolism	0.0995243989723268	0.949380605508063	0.916510010826163	1
Testosterone_female	Colon_Transverse	Serum homeostasis	-0.000285842620009326	0.999972009604819	0.999771924205849	0
Testosterone_female	Colon_Transverse	HPG signaling	-0.000370093761652306	0.999972007763154	0.999704699642152	0
Testosterone_female	Esophagus_Gastroesophageal_Junction	Synthesis and metabolism	2.4714173161758	0.56722909553073	1.31857111950004e-05	1
Testosterone_female	Esophagus_Gastroesophageal_Junction	Serum homeostasis	-0.000304312294688438	0.999970238555222	0.999757186695679	0
Testosterone_female	Esophagus_Gastroesophageal_Junction	HPG signaling	-0.000358883750194174	0.999970236971885	0.999713643679913	0
Testosterone_female	Esophagus_Mucosa	Synthesis and metabolism	1.4876827238958	0.64489438878958	0.0210624830311941	1
Testosterone_female	Esophagus_Mucosa	Serum homeostasis	-0.000304388186829333	0.999971507152871	0.99975712644883	0
Testosterone_female	Esophagus_Mucosa	HPG signaling	-0.000356633255807383	0.999971505688594	0.999715439729006	0
Testosterone_female	Esophagus_Muscularis	Serum homeostasis	1.8656121549352	0.776415663610128	0.0162677569174157	1
Testosterone_female	Esophagus_Muscularis	HPG signaling	1.70450300398349	0.741033322390999	0.0214385611713707	1
Testosterone_female	Esophagus_Muscularis	Synthesis and metabolism	0	1	1	1
Testosterone_female	Heart_Atrial_Appendage	Synthesis and metabolism	1.9068189939086	0.642559930203631	0.00300198236966952	1
Testosterone_female	Heart_Atrial_Appendage	HPG signaling	1.64038924784233	0.736370115919716	0.0259025623403636	1
Testosterone_female	Heart_Atrial_Appendage	Serum homeostasis	-0.000306455557991815	0.999969618293985	0.99975547641649	0
Testosterone_female	Heart_Left_Ventricle	HPG signaling	1.80492597132804	0.776335291154223	0.0200756509676447	1
Testosterone_female	Heart_Left_Ventricle	Serum homeostasis	-0.000338324486012425	0.999966784623171	0.999730047154634	0
Testosterone_female	Heart_Left_Ventricle	Synthesis and metabolism	-0.000476583827194993	0.999966781724812	0.999619728504785	0
Testosterone_female	Kidney_Cortex	Synthesis and metabolism	2.56925401785819	0.616193782498295	3.05194631950364e-05	1
Testosterone_female	Kidney_Cortex	Serum homeostasis	-0.000349286814466982	0.999958885930596	0.999721297990538	0
Testosterone_female	Kidney_Cortex	HPG signaling	-0.00038265017951379	0.999958884243214	0.999694676783434	0
Testosterone_female	Liver	HPG signaling	1.66757027377658	0.750243817705664	0.0262357355028425	1
Testosterone_female	Liver	Synthesis and metabolism	1.1942424226277	0.717095199989786	0.0958351824058538	1
Testosterone_female	Liver	Serum homeostasis	-0.000320539192536036	0.999967118829933	0.99974423832178	0
Testosterone_female	Lung	HPG signaling	1.51168103303569	0.746319148116937	0.0428144543031019	1
Testosterone_female	Lung	Synthesis and metabolism	0.0867513230874417	0.960995171271986	0.928070766591104	1
Testosterone_female	Lung	Serum homeostasis	-0.000309276190337748	0.999971884471971	0.999753226368469	0
Testosterone_female	Minor_Salivary_Gland	HPG signaling	1.8843566323134	0.748496051057397	0.0118182980397858	1
Testosterone_female	Minor_Salivary_Gland	Serum homeostasis	-0.000330652687987299	0.99996753621104	0.999736168765113	0
Testosterone_female	Minor_Salivary_Gland	Synthesis and metabolism	-0.00045394018187486	0.999967534411651	0.999637796390641	0
Testosterone_female	Muscle_Skeletal	Synthesis and metabolism	2.3354827132292	0.575083516984908	4.88380264565216e-05	1
Testosterone_female	Muscle_Skeletal	Serum homeostasis	-0.000336126394353791	0.999966230521713	0.999731800887573	0
Testosterone_female	Muscle_Skeletal	HPG signaling	-0.000363528413633856	0.99996622937508	0.999709936502112	0
Testosterone_female	Nerve_Tibial	Synthesis and metabolism	2.31569749083109	0.598640431386365	0.000109614259582521	1
Testosterone_female	Nerve_Tibial	HPG signaling	0.136462968829596	0.97188293425533	0.8883353369992	1
Testosterone_female	Nerve_Tibial	Serum homeostasis	-0.000293052112679261	0.999974037793587	0.999766172176443	0
Testosterone_female	Ovary	HPG signaling	1.78373542871523	0.753923611595087	0.0179845263414061	1
Testosterone_female	Ovary	Serum homeostasis	-0.000340296335969019	0.999969361843211	0.999728474493632	0
Testosterone_female	Ovary	Synthesis and metabolism	-0.000429034144460309	0.999969360768099	0.999657669801846	0
Testosterone_female	Pancreas	Serum homeostasis	1.75171771512543	0.817598625216076	0.0321520239442873	1
Testosterone_female	Pancreas	HPG signaling	-0.000395554738436029	0.999968925175557	0.999684383181743	0
Testosterone_female	Pancreas	Synthesis and metabolism	-0.000450757093405705	0.999968924691801	0.999640336710031	0
Testosterone_female	Pituitary	Serum homeostasis	1.79454207838287	0.817629395850266	0.0281771505107975	1
Testosterone_female	Pituitary	Synthesis and metabolism	0	1	1	1
Testosterone_female	Pituitary	HPG signaling	0	1	1	1
Testosterone_female	Prostate	HPG signaling	1.66575344300015	0.733266229117348	0.0231052502500236	1
Testosterone_female	Prostate	Serum homeostasis	-0.00031925585276036	0.999969784444937	0.999745262991444	0
Testosterone_female	Prostate	Synthesis and metabolism	-0.000436953557852239	0.999969782883664	0.999651350978329	0
Testosterone_female	Skin_Not_Sun_Exposed	HPG signaling	1.70242954314124	0.73667364893234	0.0208345989446587	1
Testosterone_female	Skin_Not_Sun_Exposed	Synthesis and metabolism	1.2368182473769	0.718563378176963	0.0852077318763454	1
Testosterone_female	Skin_Not_Sun_Exposed	Serum homeostasis	-0.000279794992222361	0.999971931031712	0.999776749632021	0
Testosterone_female	Skin_Sun_Exposed	Synthesis and metabolism	0	1	1	1
Testosterone_female	Skin_Sun_Exposed	HPG signaling	0	1	1	1
Testosterone_female	Skin_Sun_Exposed	Serum homeostasis	-0.000283027755497646	0.999972325640074	0.999774170276932	0
Testosterone_female	Small_Intestine_Terminal_Ileum	Synthesis and metabolism	2.86906555685102	0.535334629636132	8.35047167374789e-08	1
Testosterone_female	Small_Intestine_Terminal_Ileum	Serum homeostasis	-0.00026487437130015	0.999966117258919	0.999788653670066	0
Testosterone_female	Small_Intestine_Terminal_Ileum	HPG signaling	-0.000374017010329017	0.9999661117449	0.999701567495582	0
Testosterone_female	Spleen	Synthesis and metabolism	1.25492369251498	0.7194227608593	0.0810984171762648	1
Testosterone_female	Spleen	Serum homeostasis	-0.000255242534952644	0.999969431615832	0.999796339698746	0
Testosterone_female	Spleen	HPG signaling	-0.000364859766142768	0.999969426943113	0.999708875131619	0
Testosterone_female	Stomach	Serum homeostasis	-0.000299328636816452	0.99996797186363	0.99976116265613	0
Testosterone_female	Stomach	HPG signaling	-0.000388186591598056	0.999967969561429	0.999690261998588	0
Testosterone_female	Stomach	Synthesis and metabolism	-0.000436526751530753	0.99996796914703	0.999651690899001	0
Testosterone_female	Testis	Synthesis and metabolism	1.98121458553347	0.632603995712481	0.00173714434391914	1
Testosterone_female	Testis	Serum homeostasis	-0.000216715542162172	0.999978612626893	0.999827082317921	0
Testosterone_female	Testis	HPG signaling	-0.000276039672237783	0.999978611585331	0.999779747499298	0
Testosterone_female	Thyroid	Synthesis and metabolism	2.81623657391425	0.485503770823573	6.60590614552418e-09	1
Testosterone_female	Thyroid	Serum homeostasis	1.71260817064551	0.757236655148982	0.0237187186041216	1
Testosterone_female	Thyroid	HPG signaling	-0.000315134230043108	0.999975496637036	0.999748553106136	0
Testosterone_female	Uterus	Serum homeostasis	0	1	1	0
Testosterone_female	Uterus	HPG signaling	-0.000387657762959269	0.999963174436571	0.999690682473015	0
Testosterone_female	Uterus	Synthesis and metabolism	-0.000489858691684772	0.999963172912772	0.99960913493414	0
Testosterone_female	Vagina	HPG signaling	1.98411429294245	0.759988932954426	0.00903532316491046	1
Testosterone_female	Vagina	Serum homeostasis	0	1	1	0
Testosterone_female	Vagina	Synthesis and metabolism	-0.000483720661967063	0.999962465231204	0.999614032279918	0
Testosterone_female	Whole_Blood	HPG signaling	0	1	1	1
Testosterone_female	Whole_Blood	Serum homeostasis	-0.000285788470370173	0.99996672825943	0.999771966207859	0
Testosterone_female	Whole_Blood	Synthesis and metabolism	-0.000474496038303424	0.99996672200988	0.999621394351848	0
Testosterone_male	Adipose_Subcutaneous	Synthesis and metabolism	1.11306142119192	0.673874895015182	0.0985889864814631	1
Testosterone_male	Adipose_Subcutaneous	Serum homeostasis	-0.000325471225354589	0.999972418735412	0.999740304376155	0
Testosterone_male	Adipose_Subcutaneous	HPG signaling	-0.000376045176072516	0.999972417369366	0.999699951090781	0
Testosterone_male	Adipose_Visceral_Omentum	Serum homeostasis	1.57840045911633	0.817093666314598	0.053393427683802	1
Testosterone_male	Adipose_Visceral_Omentum	Synthesis and metabolism	0.850466657150939	0.717251562054234	0.235728963820108	1
Testosterone_male	Adipose_Visceral_Omentum	HPG signaling	-0.000362215090289041	0.999971834959931	0.999710986037999	0
Testosterone_male	Adrenal_Gland	Serum homeostasis	1.53836787809706	0.817017976979085	0.0597131366494273	1
Testosterone_male	Adrenal_Gland	HPG signaling	1.42466622150401	0.76824110870463	0.0636745285199649	1
Testosterone_male	Adrenal_Gland	Synthesis and metabolism	0.270398986202664	0.865963162891431	0.754848790707596	1
Testosterone_male	Artery_Aorta	Synthesis and metabolism	0.00485527824207961	0.983210493862097	0.996059912066478	1
Testosterone_male	Artery_Aorta	Serum homeostasis	-0.000294303516130726	0.999971415092145	0.999765173059173	0
Testosterone_male	Artery_Aorta	HPG signaling	-0.000386380838670657	0.999971411178076	0.999691703888083	0
Testosterone_male	Artery_Coronary	Synthesis and metabolism	0	1	1	1
Testosterone_male	Artery_Coronary	Serum homeostasis	0	1	1	0
Testosterone_male	Artery_Coronary	HPG signaling	-0.000375105633844276	0.999969951029722	0.999700700019448	0
Testosterone_male	Artery_Tibial	Synthesis and metabolism	1.38030492402189	0.642341709735585	0.0316451886663707	1
Testosterone_male	Artery_Tibial	Serum homeostasis	-0.000300171304181511	0.999970773497329	0.999760490954383	0
Testosterone_male	Artery_Tibial	HPG signaling	-0.00036443686761018	0.99997077007537	0.9997092129567	0
Testosterone_male	Brain_Amygdala	Serum homeostasis	-0.000312421101144291	0.999963685935652	0.999750714978431	0
Testosterone_male	Brain_Amygdala	HPG signaling	-0.000442659450941884	0.999963679328112	0.99964679604133	0
Testosterone_male	Brain_Amygdala	Synthesis and metabolism	-0.000518393649518455	0.999963678480092	0.999586366705368	0
Testosterone_male	Brain_Anterior_cingulate_cortex_BA24	Serum homeostasis	0	1	1	0
Testosterone_male	Brain_Anterior_cingulate_cortex_BA24	HPG signaling	-0.000387843941078403	0.999968791681741	0.99969053565731	0
Testosterone_male	Brain_Anterior_cingulate_cortex_BA24	Synthesis and metabolism	-0.000452162396397038	0.999968790913026	0.999639215357474	0
Testosterone_male	Brain_Caudate_basal_ganglia	Synthesis and metabolism	0.863015706183661	0.738014261901385	0.2422524256706	1
Testosterone_male	Brain_Caudate_basal_ganglia	Serum homeostasis	-0.000326579503307577	0.999971581640665	0.999739419855808	0
Testosterone_male	Brain_Caudate_basal_ganglia	HPG signaling	-0.000389057485466732	0.999971580017376	0.999689568224447	0
Testosterone_male	Brain_Cerebellar_Hemisphere	Serum homeostasis	-0.000322467666698362	0.999972302628282	0.999742700905334	0
Testosterone_male	Brain_Cerebellar_Hemisphere	HPG signaling	-0.000383360146121663	0.999972301096316	0.999694114392979	0
Testosterone_male	Brain_Cerebellar_Hemisphere	Synthesis and metabolism	-0.000447274573006591	0.999972300577486	0.999643116650195	0
Testosterone_male	Brain_Cerebellum	Serum homeostasis	-0.000277999556203677	0.999972900850593	0.999778182437985	0
Testosterone_male	Brain_Cerebellum	HPG signaling	-0.000353185933219996	0.999972897535144	0.999718190764925	0
Testosterone_male	Brain_Cerebellum	Synthesis and metabolism	-0.000437715277842136	0.999972896672883	0.999650744282943	0
Testosterone_male	Brain_Cortex	Synthesis and metabolism	0.927746220772423	0.718535068644748	0.196647004856339	1
Testosterone_male	Brain_Cortex	Serum homeostasis	-0.000281857925272153	0.999972086932415	0.999775103638516	0
Testosterone_male	Brain_Cortex	HPG signaling	-0.000390566120037831	0.999972082943704	0.99968836463083	0
Testosterone_male	Brain_Frontal_Cortex_BA9	Serum homeostasis	-0.000283819698323555	0.999970997293357	0.999773538079688	0
Testosterone_male	Brain_Frontal_Cortex_BA9	HPG signaling	-0.000396773323895549	0.999970992944917	0.999683411515733	0
Testosterone_male	Brain_Frontal_Cortex_BA9	Synthesis and metabolism	-0.000448297071679881	0.999970992530545	0.999642300323873	0
Testosterone_male	Brain_Hippocampus	Serum homeostasis	-0.000288022482005866	0.999969320942165	0.999770184261091	0
Testosterone_male	Brain_Hippocampus	HPG signaling	-0.000398042203476628	0.999969316227607	0.999682398534474	0
Testosterone_male	Brain_Hippocampus	Synthesis and metabolism	-0.000465527966437994	0.999969315603349	0.999628551038687	0
Testosterone_male	Brain_Hypothalamus	Serum homeostasis	1.66761227606105	0.817273916683169	0.0413048306569807	1
Testosterone_male	Brain_Hypothalamus	HPG signaling	1.4276409555524	0.731996242225603	0.0511357049762309	1
Testosterone_male	Brain_Hypothalamus	Synthesis and metabolism	0.905012082305544	0.751539416871435	0.228508009952452	1
Testosterone_male	Brain_Nucleus_accumbens_basal_ganglia	Serum homeostasis	-0.00033211517970838	0.999970514097504	0.999735002616887	0
Testosterone_male	Brain_Nucleus_accumbens_basal_ganglia	HPG signaling	-0.000396940779208751	0.999970512369374	0.999683277749645	0
Testosterone_male	Brain_Nucleus_accumbens_basal_ganglia	Synthesis and metabolism	-0.000451025203337823	0.999970511837361	0.999640123353824	0
Testosterone_male	Brain_Putamen_basal_ganglia	Serum homeostasis	-0.000336005644668271	0.999969812716918	0.999731898195556	0
Testosterone_male	Brain_Putamen_basal_ganglia	HPG signaling	-0.000402374590396818	0.999969810869232	0.99967894184286	0
Testosterone_male	Brain_Putamen_basal_ganglia	Synthesis and metabolism	-0.000465313623265889	0.999969810294218	0.999628722248697	0
Testosterone_male	Brain_Spinal_cord_cervical_c-1	Serum homeostasis	-0.000276318135598986	0.999970168426281	0.999779523451379	0
Testosterone_male	Brain_Spinal_cord_cervical_c-1	HPG signaling	-0.000383295232632729	0.999970163975408	0.999694165534257	0
Testosterone_male	Brain_Spinal_cord_cervical_c-1	Synthesis and metabolism	-0.000441875372955613	0.999970163413299	0.999647423953928	0
Testosterone_male	Brain_Substantia_nigra	Synthesis and metabolism	1.15618800030544	0.740740162693227	0.118557962572567	1
Testosterone_male	Brain_Substantia_nigra	Serum homeostasis	0	1	1	0
Testosterone_male	Brain_Substantia_nigra	HPG signaling	-0.000420465216611627	0.999963304128888	0.999664504993915	0
Testosterone_male	Breast_Mammary_Tissue	Serum homeostasis	1.61561372281242	0.775442411192193	0.0372080837789306	1
Testosterone_male	Breast_Mammary_Tissue	Synthesis and metabolism	0.873337150889414	0.717470271684532	0.223510986953362	1
Testosterone_male	Breast_Mammary_Tissue	HPG signaling	-0.000334268001054843	0.999972987232516	0.999733285523059	0
Testosterone_male	Cells_Cultured_fibroblasts	Serum homeostasis	-0.000311937676954446	0.999970184423935	0.999751102326634	0
Testosterone_male	Cells_Cultured_fibroblasts	HPG signaling	-0.000353304859329878	0.999970181751308	0.999718095107439	0
Testosterone_male	Cells_Cultured_fibroblasts	Synthesis and metabolism	-0.00048103644735759	0.999970179408657	0.999616177014444	0
Testosterone_male	Cells_EBV-transformed_lymphocytes	Synthesis and metabolism	1.17235133859265	0.722933506302324	0.104876467613174	1
Testosterone_male	Cells_EBV-transformed_lymphocytes	Serum homeostasis	-0.000305177634578396	0.999967634942964	0.999756495599814	0
Testosterone_male	Cells_EBV-transformed_lymphocytes	HPG signaling	-0.000394981412007621	0.999967630217697	0.999684840236097	0
Testosterone_male	Colon_Sigmoid	Serum homeostasis	1.58082716121587	0.817074978613375	0.0530222817520609	1
Testosterone_male	Colon_Sigmoid	Synthesis and metabolism	0.0106955950233626	0.974841623665863	0.99124608682976	1
Testosterone_male	Colon_Sigmoid	HPG signaling	0	1	1	1
Testosterone_male	Colon_Transverse	Synthesis and metabolism	0.0145166193995274	0.967662373107811	0.988030792161909	1
Testosterone_male	Colon_Transverse	Serum homeostasis	-0.000281494785099266	0.999972606886392	0.999775393507318	0
Testosterone_male	Colon_Transverse	HPG signaling	-0.000379726537214381	0.999972603118485	0.999697013765033	0
Testosterone_male	Esophagus_Gastroesophageal_Junction	Synthesis and metabolism	1.4336501573663	0.637406755108167	0.0245002849269162	1
Testosterone_male	Esophagus_Gastroesophageal_Junction	HPG signaling	0	1	1	1
Testosterone_male	Esophagus_Gastroesophageal_Junction	Serum homeostasis	-0.000290423180562767	0.999971624380015	0.999768269255884	0
Testosterone_male	Esophagus_Mucosa	Synthesis and metabolism	0	1	1	1
Testosterone_male	Esophagus_Mucosa	Serum homeostasis	0	1	1	0
Testosterone_male	Esophagus_Mucosa	HPG signaling	-0.000370036542900961	0.99997158527552	0.99970474517264	0
Testosterone_male	Esophagus_Muscularis	Serum homeostasis	1.5694939692953	0.817089456919135	0.0547525213664093	1
Testosterone_male	Esophagus_Muscularis	Synthesis and metabolism	0	1	1	1
Testosterone_male	Esophagus_Muscularis	HPG signaling	0	1	1	1
Testosterone_male	Heart_Atrial_Appendage	Synthesis and metabolism	0.0087074730941386	0.983088756578524	0.992933021093524	1
Testosterone_male	Heart_Atrial_Appendage	Serum homeostasis	-0.0003662369222635	0.999969908089138	0.999707776427097	0
Testosterone_male	Heart_Atrial_Appendage	HPG signaling	-0.000383560576933956	0.999969907643356	0.999693953735383	0
Testosterone_male	Heart_Left_Ventricle	Synthesis and metabolism	0.964029968505182	0.719373307379851	0.180213830545169	1
Testosterone_male	Heart_Left_Ventricle	Serum homeostasis	-0.000317350946665158	0.99996747068026	0.999746782346552	0
Testosterone_male	Heart_Left_Ventricle	HPG signaling	-0.000317350946665158	0.99996747068026	0.999746782346552	0
Testosterone_male	Kidney_Cortex	Synthesis and metabolism	1.16742283978296	0.719707198787131	0.104786164337673	1
Testosterone_male	Kidney_Cortex	Serum homeostasis	-0.000332282806088059	0.999967350690165	0.999734868027705	0
Testosterone_male	Kidney_Cortex	HPG signaling	-0.000358774884616005	0.999967349636018	0.999713729718074	0
Testosterone_male	Liver	Synthesis and metabolism	1.1868245636596	0.630847948521569	0.059928897404153	1
Testosterone_male	Liver	Serum homeostasis	-0.000347745712528435	0.999970496696227	0.999722530884225	0
Testosterone_male	Liver	HPG signaling	-0.000371685570498936	0.999970495820348	0.999703429078573	0
Testosterone_male	Lung	Synthesis and metabolism	0.293033996993785	0.876020099840173	0.737997749014519	1
Testosterone_male	Lung	Serum homeostasis	-0.000307691305974418	0.999973691494163	0.999754491402379	0
Testosterone_male	Lung	HPG signaling	-0.000344182536620411	0.999973690441855	0.999725374848088	0
Testosterone_male	Minor_Salivary_Gland	Serum homeostasis	0	1	1	0
Testosterone_male	Minor_Salivary_Gland	HPG signaling	-0.000385870724346014	0.999969551841658	0.999692110339546	0
Testosterone_male	Minor_Salivary_Gland	Synthesis and metabolism	-0.000463945128129756	0.999969551058167	0.999629814086717	0
Testosterone_male	Muscle_Skeletal	Synthesis and metabolism	0.926709070149579	0.71987819060926	0.197984964008244	1
Testosterone_male	Muscle_Skeletal	Serum homeostasis	-0.000326743292269929	0.999967419853991	0.999739288082359	0
Testosterone_male	Muscle_Skeletal	HPG signaling	-0.000371948404803327	0.9999674166416	0.999703218447096	0
Testosterone_male	Nerve_Tibial	Synthesis and metabolism	1.37489609904444	0.639033855525856	0.0314349348839095	1
Testosterone_male	Nerve_Tibial	Serum homeostasis	-0.00027475518075612	0.999974055295228	0.999780771398211	0
Testosterone_male	Nerve_Tibial	HPG signaling	-0.000346737164285377	0.999974052269617	0.999723336596717	0
Testosterone_male	Ovary	Synthesis and metabolism	0	1	1	1
Testosterone_male	Ovary	Serum homeostasis	-0.000321793277899268	0.999970042405417	0.999743238424266	0
Testosterone_male	Ovary	HPG signaling	-0.000363347285255376	0.999970041063529	0.999710082131633	0
Testosterone_male	Pancreas	Serum homeostasis	0.000841467497853604	0.999970508011585	0.999328586352958	0
Testosterone_male	Pancreas	HPG signaling	-0.00038954923263899	0.999970504109822	0.999689175521421	0
Testosterone_male	Pancreas	Synthesis and metabolism	-0.000481549879953433	0.999970503059115	0.999615767466695	0
Testosterone_male	Pituitary	Serum homeostasis	1.59619456967357	0.775354789233692	0.0395264893529993	1
Testosterone_male	Pituitary	Synthesis and metabolism	0.849427803040178	0.717329798132101	0.236352740139758	1
Testosterone_male	Pituitary	HPG signaling	-0.000368129001280666	0.999974181812667	0.999706267976501	0
Testosterone_male	Prostate	Serum homeostasis	-0.000271928927544548	0.999972834613988	0.999783026215574	0
Testosterone_male	Prostate	HPG signaling	-0.000369342573419359	0.999972830889049	0.999705299262965	0
Testosterone_male	Prostate	Synthesis and metabolism	-0.00281865987427476	0.998522521052338	0.997747710079983	1
Testosterone_male	Skin_Not_Sun_Exposed	Synthesis and metabolism	0.886555888773573	0.725046237423498	0.221421216535203	1
Testosterone_male	Skin_Not_Sun_Exposed	Serum homeostasis	-0.000272549701468969	0.999973078853406	0.999782530949323	0
Testosterone_male	Skin_Not_Sun_Exposed	HPG signaling	-0.000359264038581522	0.999973075377271	0.999713341058347	0
